area,bedrooms,bathrooms,Arganzuela,Barajas,Carabanchel,Centro,Chamartin,Chamberi,Ciudad lineal,Fuencarral-el pardo,Hortaleza,Latina,Moncloa-aravaca,Moratalaz,Puente de vallecas,Retiro,Salamanca,San blas,Tetuan,Usera,Vicalvaro,Villa de vallecas,Villaverde
4.382026634673881,1.0986122886681098,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4.007333185232471,0.6931471805599453,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.276666119016055,0.6931471805599453,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.828641396489095,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.90527477843843,1.3862943611198906,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.127134385045092,0.6931471805599453,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2188758248682006,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.4965075614664802,0.6931471805599453,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.330733340286331,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.8066624897703196,0.0,0.6931471805599453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.713572066704308,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.110873864173311,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0943445622221,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.828641396489095,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.219507705176107,1.0986122886681098,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.867534450455582,1.3862943611198906,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.795790545596741,0.6931471805599453,0.6931471805599453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4657359027997265,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.970291913552122,0.6931471805599453,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.07753744390572,0.6931471805599453,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.553876891600541,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.8501476017100584,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.912023005428146,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.713572066704308,0.6931471805599453,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.248495242049359,0.6931471805599453,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
