rent_price,location,sq_mt,bedroom_n,bathroom_n
1.650 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),60 m²,2,1
899 €/mes,Los Ángeles (Distrito Villaverde. Madrid Capital),57 m²,3,1
1.400 €/mes,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),80 m²,2,1
650 €/mes,San Fermín (Distrito Usera. Madrid Capital),80 m²,1,1
790 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),30 m²,1,1
1.900 €/mes,Ibiza (Distrito Retiro. Madrid Capital),124 m²,2,2
800 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),80 m²,1,1
900 €/mes,Sol (Distrito Centro. Madrid Capital),35 m²,2,1
1.350 €/mes,Lista (Distrito Salamanca. Madrid Capital),69 m²,2,2
525 €/mes,San Diego (Distrito Puente de Vallecas. Madrid Capital),33 m²,1,1
900 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),85 m²,2,1
1.275 €/mes,Castellana (Distrito Salamanca. Madrid Capital),58 m²,1,1
795 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),50 m²,1,1
730 €/mes,Pacífico (Distrito Retiro. Madrid Capital),45 m²,2,1
850 €/mes,Concepción (Distrito Ciudad Lineal. Madrid Capital),80 m²,3,1
1.250 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),95 m²,2,2
800 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),38 m²,2,1
900 €/mes,Canillas (Distrito Hortaleza. Madrid Capital),79 m²,2,2
1.300 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),115 m²,3,2
800 €/mes,San Diego (Distrito Puente de Vallecas. Madrid Capital),70 m²,3,1
1.200 €/mes,Cármenes (Distrito Latina. Madrid Capital),110 m²,3,2
525 €/mes,San Diego (Distrito Puente de Vallecas. Madrid Capital),33 m²,1,1
1.350 €/mes,Concepción (Distrito Ciudad Lineal. Madrid Capital),123 m²,2,1
1.000 €/mes,Almenara (Distrito Tetuán. Madrid Capital),51 m²,1,1
1.500 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),135 m²,4,2
1.400 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),100 m²,3,2
750 €/mes,Aluche (Distrito Latina. Madrid Capital),46 m²,2,1
1.800 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),130 m²,3,2
700 €/mes,Vinateros (Distrito Moratalaz. Madrid Capital),65 m²,2,1
1.100 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),89 m²,2,2
900 €/mes,Los Ángeles (Distrito Villaverde. Madrid Capital),94 m²,4,1
1.200 €/mes,Lucero (Distrito Latina. Madrid Capital),85 m²,3,2
900 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),80 m²,4,1
850 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),82 m²,2,3
750 €/mes,Sol (Distrito Centro. Madrid Capital),30 m²,1,3ª planta
1.100 €/mes,Abrantes (Distrito Carabanchel. Madrid Capital),105 m²,3,2
650 €/mes,San Andrés (Distrito Villaverde. Madrid Capital),63 m²,2,1
1.700 €/mes,Palacio (Distrito Centro. Madrid Capital),92 m²,3,1
700 €/mes,Ambroz (Distrito Vicálvaro. Madrid Capital),57 m²,2,1
900 €/mes,Almenara (Distrito Tetuán. Madrid Capital),60 m²,2,1ª planta
1.900 €/mes,Goya (Distrito Salamanca. Madrid Capital),85 m²,2,1
1.150 €/mes,Legazpi (Distrito Arganzuela. Madrid Capital),70 m²,2,2
780 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),60 m²,1,1
850 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),90 m²,2,1
1.355 €/mes,Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital),115 m²,3,2
2.000 €/mes,Goya (Distrito Salamanca. Madrid Capital),108 m²,2,2
840 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),73 m²,3,1
2.500 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),145 m²,4,2
1.390 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),140 m²,3,2
1.100 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),62 m²,1,1
1.080 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),63 m²,2,1
990 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),60 m²,2,2
1.000 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),43 m²,1,1
750 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),67 m²,2,1
750 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),45 m²,2,1
850 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),34 m²,1,1
2.600 €/mes,Goya (Distrito Salamanca. Madrid Capital),72 m²,2,2
1.000 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),75 m²,2,1
800 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),65 m²,1,1
725 €/mes,San Andrés (Distrito Villaverde. Madrid Capital),50 m²,1,1
850 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),53 m²,2,1
850 €/mes,Lucero (Distrito Latina. Madrid Capital),65 m²,2,1
1.700 €/mes,Sol (Distrito Centro. Madrid Capital),129 m²,3,1
1.150 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),50 m²,1,1
1.200 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),67 m²,1,1
1.400 €/mes,Ibiza (Distrito Retiro. Madrid Capital),89 m²,2,"15
 €/m²"
1.100 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),84 m²,2,1
800 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),45 m²,1,1
1.390 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),114 m²,4,2
800 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),52 m²,2,1
3.200 €/mes,El Plantío (Distrito Moncloa-Aravaca. Madrid Capital),491 m²,5,5
1.200 €/mes,Almenara (Distrito Tetuán. Madrid Capital),65 m²,2,2
1.350 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),70 m²,1,2
2.950 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),180 m²,2,3
725 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),39 m²,1,3ª planta
2.335 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),86 m²,2,2
1.300 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),87 m²,3,1
2.200 €/mes,Pinar del Rey (Distrito Hortaleza. Madrid Capital),140 m²,3,2
1.200 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),50 m²,2,1
750 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),45 m²,1,"16
 €/m²"
895 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),60 m²,2,1
900 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),54 m²,1,1
600 €/mes,Colina (Distrito Ciudad Lineal. Madrid Capital),25 m²,1,1
1.190 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),58 m²,2,1
800 €/mes,Simancas (Distrito San Blas. Madrid Capital),43 m²,2,1
2.650 €/mes,Lista (Distrito Salamanca. Madrid Capital),180 m²,2,2
1.330 €/mes,Ibiza (Distrito Retiro. Madrid Capital),84 m²,3,1
790 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),45 m²,1,"17
 €/m²"
900 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),60 m²,1,1
1.900 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),120 m²,2,2
3.000 €/mes,Lista (Distrito Salamanca. Madrid Capital),194 m²,4,3
900 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),68 m²,2,1
1.475 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),90 m²,2,2
720 €/mes,Simancas (Distrito San Blas. Madrid Capital),43 m²,2,1
1.050 €/mes,Castellana (Distrito Salamanca. Madrid Capital),55 m²,2,1
2.750 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),144 m²,4,2
750 €/mes,Almenara (Distrito Tetuán. Madrid Capital),50 m²,1,1
1.050 €/mes,Goya (Distrito Salamanca. Madrid Capital),70 m²,2,1
1.500 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),100 m²,3,2
950 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),60 m²,1,1
725 €/mes,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),40 m²,1,1
2.500 €/mes,Goya (Distrito Salamanca. Madrid Capital),178 m²,2,2
850 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),40 m²,1,1
850 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),50 m²,1,1
1.375 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),90 m²,2,2
1.300 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),71 m²,3,1
1.155 €/mes,Palacio (Distrito Centro. Madrid Capital),59 m²,1,1
1.200 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),40 m²,1,1
895 €/mes,Goya (Distrito Salamanca. Madrid Capital),55 m²,1,1
1.350 €/mes,Rosas (Distrito San Blas. Madrid Capital),110 m²,3,2
1.250 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),50 m²,1,1
890 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),45 m²,1,1
2.500 €/mes,Goya (Distrito Salamanca. Madrid Capital),125 m²,2,2
1.200 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),60 m²,2,1
850 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),65 m²,2,1
850 €/mes,Marroquina (Distrito Moratalaz. Madrid Capital),55 m²,2,1
950 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),57 m²,1,1
900 €/mes,Castilla (Distrito Chamartín. Madrid Capital),59 m²,2,1
850 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),50 m²,1,1
690 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),35 m²,1,1
950 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),56 m²,1,1
1.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),54 m²,2,1
850 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),50 m²,1,1
2.400 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),120 m²,3,2
1.400 €/mes,Goya (Distrito Salamanca. Madrid Capital),80 m²,4,2
1.050 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),53 m²,2,1
1.900 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),180 m²,4,3
795 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),50 m²,1,1
1.950 €/mes,Goya (Distrito Salamanca. Madrid Capital),110 m²,2,2
2.400 €/mes,Palacio (Distrito Centro. Madrid Capital),100 m²,2,1
1.200 €/mes,Almagro (Distrito Chamberí. Madrid Capital),33 m²,1,"36
 €/m²"
2.400 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),120 m²,3,2
900 €/mes,Goya (Distrito Salamanca. Madrid Capital),45 m²,1,1
750 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),45 m²,1,1
995 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),72 m²,1,1
1.300 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),80 m²,2,1
1.300 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),101 m²,3,2
800 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),50 m²,1,1
990 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),48 m²,1,1
1.350 €/mes,Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital),124 m²,3,2
2.000 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),200 m²,5,2
1.200 €/mes,Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital),78 m²,2,2
1.800 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),69 m²,1,2
950 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),73 m²,2,1
975 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),45 m²,1,9ª planta
1.250 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),30 m²,1,1
3.900 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),200 m²,Sótano,
800 €/mes,Simancas (Distrito San Blas. Madrid Capital),40 m²,1,1
1.000 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),70 m²,1,1
1.200 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),70 m²,2,2
2.950 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),102 m²,2,2
1.900 €/mes,Palacio (Distrito Centro. Madrid Capital),100 m²,3,2
950 €/mes,Castellana (Distrito Salamanca. Madrid Capital),75 m²,1,1
950 €/mes,Concepción (Distrito Ciudad Lineal. Madrid Capital),62 m²,1,1
1.100 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),75 m²,2,1
1.100 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),69 m²,1,"15
 €/m²"
1.950 €/mes,Goya (Distrito Salamanca. Madrid Capital),125 m²,3,2
1.250 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),67 m²,2,1
900 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),52 m²,2,1
1.250 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),41 m²,1,1
700 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),60 m²,1,1
1.475 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),55 m²,1,1
700 €/mes,Almenara (Distrito Tetuán. Madrid Capital),45 m²,1,7ª planta
1.980 €/mes,Goya (Distrito Salamanca. Madrid Capital),97 m²,2,2
725 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),43 m²,1,1
2.700 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),240 m²,4,3
1.850 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),95 m²,3,2
2.000 €/mes,Rejas (Distrito San Blas. Madrid Capital),200 m²,4,1
595 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),22 m²,7ª planta,"27
 €/m²"
1.000 €/mes,Palacio (Distrito Centro. Madrid Capital),45 m²,2,1
6.000 €/mes,El Plantío (Distrito Moncloa-Aravaca. Madrid Capital),761 m²,7,7
3.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),287 m²,4,3
2.100 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),120 m²,3,2
1.500 €/mes,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),157 m²,4,2
1.100 €/mes,Simancas (Distrito San Blas. Madrid Capital),90 m²,2,2
1.005 €/mes,Palacio (Distrito Centro. Madrid Capital),39 m²,1,1
850 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),55 m²,3,1
1.475 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),68 m²,1,1
1.000 €/mes,Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital),85 m²,3,2
1.600 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),80 m²,2,2
2.200 €/mes,Almagro (Distrito Chamberí. Madrid Capital),100 m²,Sótano,
1.130 €/mes,Palacio (Distrito Centro. Madrid Capital),58 m²,1,1
2.100 €/mes,Estrella (Distrito Retiro. Madrid Capital),167 m²,4,2
750 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),55 m²,1,1
2.700 €/mes,Castellana (Distrito Salamanca. Madrid Capital),160 m²,1,1
1.550 €/mes,Castilla (Distrito Chamartín. Madrid Capital),64 m²,3,1
750 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),45 m²,1,3ª planta
925 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),55 m²,2,1
900 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),67 m²,1,1
800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),50 m²,2,1
1.500 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),126 m²,3,2
1.250 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),66 m²,1,1
575 €/mes,Palacio (Distrito Centro. Madrid Capital),13 m²,1,1
725 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),41 m²,1,1
590 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),30 m²,1,1
2.300 €/mes,Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital),240 m²,5,3
2.100 €/mes,Goya (Distrito Salamanca. Madrid Capital),130 m²,3,2
2.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),130 m²,2,2
850 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),40 m²,1,1
1.200 €/mes,Rosas (Distrito San Blas. Madrid Capital),110 m²,4,2
800 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),35 m²,1,1
1.250 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),45 m²,1,1
1.950 €/mes,Pacífico (Distrito Retiro. Madrid Capital),103 m²,4,2
700 €/mes,Abrantes (Distrito Carabanchel. Madrid Capital),55 m²,2,1
2.950 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),99 m²,2,2
1.950 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),135 m²,2,2
1.650 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),70 m²,1,1
1.390 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),65 m²,Sótano,
850 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),45 m²,1,"18
 €/m²"
1.300 €/mes,Palacio (Distrito Centro. Madrid Capital),90 m²,2,2
2.600 €/mes,Castilla (Distrito Chamartín. Madrid Capital),165 m²,5,3
3.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),130 m²,3,2
1.000 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),70 m²,2,1
1.200 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),70 m²,3,1
800 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),41 m²,1,1
770 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),40 m²,1,1
1.300 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),80 m²,3,2
1.050 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),64 m²,2,1
1.200 €/mes,Palacio (Distrito Centro. Madrid Capital),80 m²,2,2
750 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),50 m²,1,2ª planta
2.400 €/mes,Almagro (Distrito Chamberí. Madrid Capital),202 m²,4,2
1.200 €/mes,Castellana (Distrito Salamanca. Madrid Capital),55 m²,1,1
1.800 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),150 m²,3,2
2.400 €/mes,Castellana (Distrito Salamanca. Madrid Capital),110 m²,3,1
1.250 €/mes,Legazpi (Distrito Arganzuela. Madrid Capital),60 m²,1,1
1.200 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),45 m²,1,1
875 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),63 m²,1,1
1.700 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),153 m²,4,3
1.500 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),91 m²,2,2
650 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),28 m²,1,1
2.000 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),125 m²,2,2
800 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),25 m²,1,1
2.000 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),95 m²,1,1
850 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),27 m²,1,2ª planta
690 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),18 m²,1,6ª planta
1.200 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),94 m²,2,1
2.000 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),96 m²,2,2
1.150 €/mes,Rosas (Distrito San Blas. Madrid Capital),110 m²,2,2
3.600 €/mes,Ibiza (Distrito Retiro. Madrid Capital),150 m²,4,4
875 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),59 m²,1,Bajo
650 €/mes,Pacífico (Distrito Retiro. Madrid Capital),32 m²,1,1
1.600 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),100 m²,2,2
1.350 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),67 m²,1,2
1.450 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),80 m²,2,1
1.400 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),70 m²,1,1
2.150 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),121 m²,2,2
1.600 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),80 m²,3,1
925 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),78 m²,2,1
750 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),41 m²,1,3ª planta
5.750 €/mes,Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital),875 m²,6,7
650 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),30 m²,1,3ª planta
900 €/mes,Lista (Distrito Salamanca. Madrid Capital),47 m²,2,1
1.100 €/mes,Rosas (Distrito San Blas. Madrid Capital),84 m²,2,2
1.300 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),60 m²,1,1
1.350 €/mes,Corralejos (Distrito Barajas. Madrid Capital),120 m²,3,2
1.345 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),58 m²,2,1
1.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),118 m²,Sótano,
8.500 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),350 m²,4,5
2.450 €/mes,Castellana (Distrito Salamanca. Madrid Capital),130 m²,4,2
1.300 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),99 m²,2,2
2.900 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),225 m²,5,3
1.200 €/mes,Legazpi (Distrito Arganzuela. Madrid Capital),87 m²,3,2
1.150 €/mes,Timón (Distrito Barajas. Madrid Capital),101 m²,3,2
800 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),50 m²,1,1
2.200 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),100 m²,3,2
870 €/mes,Palacio (Distrito Centro. Madrid Capital),45 m²,1,1
1.350 €/mes,El Viso (Distrito Chamartín. Madrid Capital),100 m²,2,1
2.350 €/mes,Ibiza (Distrito Retiro. Madrid Capital),175 m²,4,2
3.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),245 m²,3,3
2.450 €/mes,Castellana (Distrito Salamanca. Madrid Capital),135 m²,1,1
1.400 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),103 m²,2,2
3.200 €/mes,Sol (Distrito Centro. Madrid Capital),220 m²,3,2
1.950 €/mes,Lista (Distrito Salamanca. Madrid Capital),87 m²,3,2
885 €/mes,Almenara (Distrito Tetuán. Madrid Capital),72 m²,1,1
2.750 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),157 m²,3,2
2.000 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),124 m²,4,1
850 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),85 m²,2,2
1.300 €/mes,Castellana (Distrito Salamanca. Madrid Capital),60 m²,1,1
900 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),54 m²,2,1
1.900 €/mes,El Viso (Distrito Chamartín. Madrid Capital),115 m²,4,1
1.200 €/mes,Ibiza (Distrito Retiro. Madrid Capital),73 m²,2,1
1.000 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),50 m²,2,1
1.100 €/mes,Almagro (Distrito Chamberí. Madrid Capital),70 m²,1,2
